122,35,2023-09-03 00:04:03.000000 +00:00,4
123,35,2023-09-03 00:04:04.000000 +00:00,5
124,35,2023-09-03 00:04:05.000000 +00:00,6
125,35,2023-09-03 00:04:06.000000 +00:00,7
126,36,2023-09-03 00:05:00.000000 +00:00,1
127,36,2023-09-03 00:05:01.000000 +00:00,2
128,36,2023-09-03 00:05:02.000000 +00:00,3
129,36,2023-09-03 00:05:03.000000 +00:00,4
130,36,2023-09-03 00:05:04.000000 +00:00,5
131,36,2023-09-03 00:05:05.000000 +00:00,6
132,36,2023-09-03 00:05:06.000000 +00:00,7
133,37,2023-09-03 00:06:00.000000 +00:00,1
134,37,2023-09-03 00:06:01.000000 +00:00,2
135,37,2023-09-03 00:06:02.000000 +00:00,3
136,37,2023-09-03 00:06:03.000000 +00:00,4
137,37,2023-09-03 00:06:04.000000 +00:00,5
138,37,2023-09-03 00:06:05.000000 +00:00,6
139,37,2023-09-03 00:06:06.000000 +00:00,7
140,38,2023-09-03 00:07:00.000000 +00:00,1
141,38,2023-09-03 00:07:01.000000 +00:00,2
142,38,2023-09-03 00:07:02.000000 +00:00,3
143,38,2023-09-03 00:07:03.000000 +00:00,4
144,38,2023-09-03 00:07:04.000000 +00:00,5
145,38,2023-09-03 00:07:05.000000 +00:00,6
146,38,2023-09-03 00:07:06.000000 +00:00,7
147,39,2023-09-03 00:08:00.000000 +00:00,1
148,39,2023-09-03 00:08:01.000000 +00:00,2
149,39,2023-09-03 00:08:02.000000 +00:00,3
150,39,2023-09-03 00:08:03.000000 +00:00,4
151,39,2023-09-03 00:08:04.000000 +00:00,5
152,39,2023-09-03 00:08:05.000000 +00:00,6
153,39,2023-09-03 00:08:06.000000 +00:00,7
154,40,2023-09-03 00:09:00.000000 +00:00,1
155,40,2023-09-03 00:09:01.000000 +00:00,2
156,40,2023-09-03 00:09:02.000000 +00:00,3
157,40,2023-09-03 00:09:03.000000 +00:00,4
158,40,2023-09-03 00:09:04.000000 +00:00,5
159,40,2023-09-03 00:09:05.000000 +00:00,6
160,40,2023-09-03 00:09:06.000000 +00:00,7
161,41,2023-09-03 00:10:00.000000 +00:00,1
162,41,2023-09-03 00:10:01.000000 +00:00,2
163,41,2023-09-03 00:10:02.000000 +00:00,3
164,41,2023-09-03 00:10:03.000000 +00:00,4
165,41,2023-09-03 00:10:04.000000 +00:00,5
166,41,2023-09-03 00:10:05.000000 +00:00,6
167,41,2023-09-03 00:10:06.000000 +00:00,7
168,42,2023-09-03 00:11:00.000000 +00:00,1
169,42,2023-09-03 00:11:01.000000 +00:00,2
170,42,2023-09-03 00:11:02.000000 +00:00,3
171,42,2023-09-03 00:11:03.000000 +00:00,4
172,42,2023-09-03 00:11:04.000000 +00:00,5
173,42,2023-09-03 00:11:05.000000 +00:00,6
174,42,2023-09-03 00:11:06.000000 +00:00,7
175,43,2023-09-03 00:12:00.000000 +00:00,1
176,43,2023-09-03 00:12:01.000000 +00:00,2
177,43,2023-09-03 00:12:02.000000 +00:00,3
178,43,2023-09-03 00:12:03.000000 +00:00,4
179,43,2023-09-03 00:12:04.000000 +00:00,5
180,43,2023-09-03 00:12:05.000000 +00:00,6
181,43,2023-09-03 00:12:06.000000 +00:00,7
182,44,2023-09-03 00:13:00.000000 +00:00,1
183,44,2023-09-03 00:13:01.000000 +00:00,2
184,44,2023-09-03 00:13:02.000000 +00:00,3
185,44,2023-09-03 00:13:03.000000 +00:00,4
186,44,2023-09-03 00:13:04.000000 +00:00,5
187,44,2023-09-03 00:13:05.000000 +00:00,6
188,44,2023-09-03 00:13:06.000000 +00:00,7
189,45,2023-09-03 00:14:00.000000 +00:00,1
190,45,2023-09-03 00:14:01.000000 +00:00,2
191,45,2023-09-03 00:14:02.000000 +00:00,3
192,45,2023-09-03 00:14:03.000000 +00:00,4
193,45,2023-09-03 00:14:04.000000 +00:00,5
194,45,2023-09-03 00:14:05.000000 +00:00,6
195,45,2023-09-03 00:14:06.000000 +00:00,7
196,46,2023-09-03 00:15:00.000000 +00:00,1
197,46,2023-09-03 00:15:01.000000 +00:00,2
198,46,2023-09-03 00:15:02.000000 +00:00,3
199,46,2023-09-03 00:15:03.000000 +00:00,4
200,46,2023-09-03 00:15:04.000000 +00:00,5
201,46,2023-09-03 00:15:05.000000 +00:00,6
202,46,2023-09-03 00:15:06.000000 +00:00,7
203,47,2023-09-03 00:16:00.000000 +00:00,1
204,47,2023-09-03 00:16:01.000000 +00:00,2
205,47,2023-09-03 00:16:02.000000 +00:00,3
206,47,2023-09-03 00:16:03.000000 +00:00,4
207,47,2023-09-03 00:16:04.000000 +00:00,5
208,47,2023-09-03 00:16:05.000000 +00:00,6
209,47,2023-09-03 00:16:06.000000 +00:00,7
210,48,2023-09-03 00:17:00.000000 +00:00,1
211,48,2023-09-03 00:17:01.000000 +00:00,2
212,48,2023-09-03 00:17:02.000000 +00:00,3
213,48,2023-09-03 00:17:03.000000 +00:00,4
214,48,2023-09-03 00:17:04.000000 +00:00,5
215,48,2023-09-03 00:17:05.000000 +00:00,6
216,48,2023-09-03 00:17:06.000000 +00:00,7
217,49,2023-09-03 00:18:00.000000 +00:00,1
218,49,2023-09-03 00:18:01.000000 +00:00,2
219,49,2023-09-03 00:18:02.000000 +00:00,3
220,49,2023-09-03 00:18:03.000000 +00:00,4
221,49,2023-09-03 00:18:04.000000 +00:00,5
222,49,2023-09-03 00:18:05.000000 +00:00,6
223,49,2023-09-03 00:18:06.000000 +00:00,7
224,50,2023-09-03 00:19:00.000000 +00:00,1
225,50,2023-09-03 00:19:01.000000 +00:00,2
226,50,2023-09-03 00:19:02.000000 +00:00,3
227,50,2023-09-03 00:19:03.000000 +00:00,4
228,50,2023-09-03 00:19:04.000000 +00:00,5
229,50,2023-09-03 00:19:05.000000 +00:00,6
230,50,2023-09-03 00:19:06.000000 +00:00,7
231,51,2023-09-03 00:20:00.000000 +00:00,1
232,51,2023-09-03 00:20:01.000000 +00:00,2
233,51,2023-09-03 00:20:02.000000 +00:00,3
234,51,2023-09-03 00:20:03.000000 +00:00,4
235,51,2023-09-03 00:20:04.000000 +00:00,5
236,51,2023-09-03 00:20:05.000000 +00:00,6
237,51,2023-09-03 00:20:06.000000 +00:00,7
238,52,2023-09-03 00:21:00.000000 +00:00,1
239,52,2023-09-03 00:21:01.000000 +00:00,2
240,52,2023-09-03 00:21:02.000000 +00:00,3
241,52,2023-09-03 00:21:03.000000 +00:00,4
242,52,2023-09-03 00:21:04.000000 +00:00,5
243,52,2023-09-03 00:21:05.000000 +00:00,6
244,52,2023-09-03 00:21:06.000000 +00:00,7
245,53,2023-09-03 00:22:00.000000 +00:00,1
246,53,2023-09-03 00:22:01.000000 +00:00,2
247,53,2023-09-03 00:22:02.000000 +00:00,3
248,53,2023-09-03 00:22:03.000000 +00:00,4
249,53,2023-09-03 00:22:04.000000 +00:00,5
250,53,2023-09-03 00:22:05.000000 +00:00,6
251,53,2023-09-03 00:22:06.000000 +00:00,7
252,54,2023-09-03 00:23:00.000000 +00:00,1
253,54,2023-09-03 00:23:01.000000 +00:00,2
254,54,2023-09-03 00:23:02.000000 +00:00,3
255,54,2023-09-03 00:23:03.000000 +00:00,4
256,54,2023-09-03 00:23:04.000000 +00:00,5
257,54,2023-09-03 00:23:05.000000 +00:00,6
258,54,2023-09-03 00:23:06.000000 +00:00,7
259,55,2023-09-03 00:24:00.000000 +00:00,1
260,55,2023-09-03 00:24:01.000000 +00:00,2
261,55,2023-09-03 00:24:02.000000 +00:00,3
262,55,2023-09-03 00:24:03.000000 +00:00,4
263,55,2023-09-03 00:24:04.000000 +00:00,5
264,55,2023-09-03 00:24:05.000000 +00:00,6
265,55,2023-09-03 00:24:06.000000 +00:00,7
266,56,2023-09-03 00:25:00.000000 +00:00,93
267,56,2023-09-03 00:25:01.000000 +00:00,94
268,56,2023-09-03 00:25:02.000000 +00:00,95
269,56,2023-09-03 00:25:03.000000 +00:00,96
270,56,2023-09-03 00:25:04.000000 +00:00,97
271,56,2023-09-03 00:25:05.000000 +00:00,98
272,56,2023-09-03 00:25:06.000000 +00:00,99
273,57,2023-09-03 00:26:00.000000 +00:00,-99
274,57,2023-09-03 00:26:01.000000 +00:00,-98
275,57,2023-09-03 00:26:02.000000 +00:00,-97
276,57,2023-09-03 00:26:03.000000 +00:00,-96
277,57,2023-09-03 00:26:04.000000 +00:00,-95
278,57,2023-09-03 00:26:05.000000 +00:00,-94
279,57,2023-09-03 00:26:06.000000 +00:00,-93
280,58,2023-09-03 00:27:00.000000 +00:00,-7
281,58,2023-09-03 00:27:01.000000 +00:00,4
282,58,2023-09-03 00:27:02.000000 +00:00,4
283,58,2023-09-03 00:27:03.000000 +00:00,4
284,58,2023-09-03 00:27:04.000000 +00:00,4
285,58,2023-09-03 00:27:05.000000 +00:00,6
286,58,2023-09-03 00:27:06.000000 +00:00,7
287,59,2023-09-03 00:28:00.000000 +00:00,4
288,59,2023-09-03 00:28:01.000000 +00:00,4
289,59,2023-09-03 00:28:02.000000 +00:00,4
290,59,2023-09-03 00:28:03.000000 +00:00,4
291,59,2023-09-03 00:28:04.000000 +00:00,4
292,59,2023-09-03 00:28:05.000000 +00:00,4
293,59,2023-09-03 00:28:06.000000 +00:00,4
294,60,2023-09-06 00:00:00.000000 +00:00,1
295,60,2023-09-06 00:00:01.000000 +00:00,2
296,60,2023-09-06 00:00:02.000000 +00:00,3
297,60,2023-09-06 00:00:03.000000 +00:00,4
298,60,2023-09-06 00:00:04.000000 +00:00,5
299,60,2023-09-06 00:00:05.000000 +00:00,6
300,60,2023-09-06 00:00:06.000000 +00:00,7
301,61,2023-09-06 00:01:00.000000 +00:00,1
302,61,2023-09-06 00:01:01.000000 +00:00,2
303,61,2023-09-06 00:01:02.000000 +00:00,3
304,61,2023-09-06 00:01:03.000000 +00:00,4
305,61,2023-09-06 00:01:04.000000 +00:00,5
306,61,2023-09-06 00:01:05.000000 +00:00,6
307,61,2023-09-06 00:01:06.000000 +00:00,7
308,62,2023-09-06 00:02:00.000000 +00:00,1
309,62,2023-09-06 00:02:01.000000 +00:00,2
310,62,2023-09-06 00:02:02.000000 +00:00,3
311,62,2023-09-06 00:02:03.000000 +00:00,4
312,62,2023-09-06 00:02:04.000000 +00:00,5
313,62,2023-09-06 00:02:05.000000 +00:00,6
314,62,2023-09-06 00:02:06.000000 +00:00,7
315,63,2023-09-06 00:03:00.000000 +00:00,1
316,63,2023-09-06 00:03:01.000000 +00:00,2
317,63,2023-09-06 00:03:02.000000 +00:00,3
318,63,2023-09-06 00:03:03.000000 +00:00,4
319,63,2023-09-06 00:03:04.000000 +00:00,5
320,63,2023-09-06 00:03:05.000000 +00:00,6
321,63,2023-09-06 00:03:06.000000 +00:00,7
322,64,2023-09-06 00:04:00.000000 +00:00,1
323,64,2023-09-06 00:04:01.000000 +00:00,2
324,64,2023-09-06 00:04:02.000000 +00:00,3
325,64,2023-09-06 00:04:03.000000 +00:00,4
326,64,2023-09-06 00:04:04.000000 +00:00,5
327,64,2023-09-06 00:04:05.000000 +00:00,6
328,64,2023-09-06 00:04:06.000000 +00:00,7
329,65,2023-09-06 00:05:00.000000 +00:00,1
330,65,2023-09-06 00:05:01.000000 +00:00,2
331,65,2023-09-06 00:05:02.000000 +00:00,3
332,65,2023-09-06 00:05:03.000000 +00:00,4
333,65,2023-09-06 00:05:04.000000 +00:00,5
334,65,2023-09-06 00:05:05.000000 +00:00,6
335,65,2023-09-06 00:05:06.000000 +00:00,7
336,66,2023-09-06 00:06:00.000000 +00:00,1
337,66,2023-09-06 00:06:01.000000 +00:00,2
338,66,2023-09-06 00:06:02.000000 +00:00,3
339,66,2023-09-06 00:06:03.000000 +00:00,4
340,66,2023-09-06 00:06:04.000000 +00:00,5
341,66,2023-09-06 00:06:05.000000 +00:00,6
342,66,2023-09-06 00:06:06.000000 +00:00,7
343,67,2023-09-06 00:07:00.000000 +00:00,1
344,67,2023-09-06 00:07:01.000000 +00:00,2
345,67,2023-09-06 00:07:02.000000 +00:00,3
346,67,2023-09-06 00:07:03.000000 +00:00,4
347,67,2023-09-06 00:07:04.000000 +00:00,5
348,67,2023-09-06 00:07:05.000000 +00:00,6
349,67,2023-09-06 00:07:06.000000 +00:00,7
350,68,2023-09-06 00:08:00.000000 +00:00,1
351,68,2023-09-06 00:08:01.000000 +00:00,2
352,68,2023-09-06 00:08:02.000000 +00:00,3
353,68,2023-09-06 00:08:03.000000 +00:00,4
354,68,2023-09-06 00:08:04.000000 +00:00,5
355,68,2023-09-06 00:08:05.000000 +00:00,6
356,68,2023-09-06 00:08:06.000000 +00:00,7
357,69,2023-09-06 00:09:00.000000 +00:00,1
358,69,2023-09-06 00:09:01.000000 +00:00,2
359,69,2023-09-06 00:09:02.000000 +00:00,3
360,69,2023-09-06 00:09:03.000000 +00:00,4
361,69,2023-09-06 00:09:04.000000 +00:00,5
362,69,2023-09-06 00:09:05.000000 +00:00,6
363,69,2023-09-06 00:09:06.000000 +00:00,7
364,70,2023-09-06 00:10:00.000000 +00:00,1
365,70,2023-09-06 00:10:01.000000 +00:00,2
366,70,2023-09-06 00:10:02.000000 +00:00,3
367,70,2023-09-06 00:10:03.000000 +00:00,4
368,70,2023-09-06 00:10:04.000000 +00:00,5
369,70,2023-09-06 00:10:05.000000 +00:00,6
370,70,2023-09-06 00:10:06.000000 +00:00,7
371,71,2023-09-06 00:11:00.000000 +00:00,1
372,71,2023-09-06 00:11:01.000000 +00:00,2
373,71,2023-09-06 00:11:02.000000 +00:00,3
374,71,2023-09-06 00:11:03.000000 +00:00,4
375,71,2023-09-06 00:11:04.000000 +00:00,5
376,71,2023-09-06 00:11:05.000000 +00:00,6
377,71,2023-09-06 00:11:06.000000 +00:00,7
378,72,2023-09-06 00:12:00.000000 +00:00,1
379,72,2023-09-06 00:12:01.000000 +00:00,2
380,72,2023-09-06 00:12:02.000000 +00:00,3
381,72,2023-09-06 00:12:03.000000 +00:00,4
382,72,2023-09-06 00:12:04.000000 +00:00,5
383,72,2023-09-06 00:12:05.000000 +00:00,6
384,72,2023-09-06 00:12:06.000000 +00:00,7
385,73,2023-09-06 00:13:00.000000 +00:00,1
386,73,2023-09-06 00:13:01.000000 +00:00,2
387,73,2023-09-06 00:13:02.000000 +00:00,3
388,73,2023-09-06 00:13:03.000000 +00:00,4
389,73,2023-09-06 00:13:04.000000 +00:00,5
390,73,2023-09-06 00:13:05.000000 +00:00,6
391,73,2023-09-06 00:13:06.000000 +00:00,7
392,74,2023-09-06 00:14:00.000000 +00:00,1
393,74,2023-09-06 00:14:01.000000 +00:00,2
394,74,2023-09-06 00:14:02.000000 +00:00,3
395,74,2023-09-06 00:14:03.000000 +00:00,4
396,74,2023-09-06 00:14:04.000000 +00:00,5
397,74,2023-09-06 00:14:05.000000 +00:00,6
398,74,2023-09-06 00:14:06.000000 +00:00,7
399,75,2023-09-06 00:15:00.000000 +00:00,1
400,75,2023-09-06 00:15:01.000000 +00:00,2
401,75,2023-09-06 00:15:02.000000 +00:00,3
402,75,2023-09-06 00:15:03.000000 +00:00,4
403,75,2023-09-06 00:15:04.000000 +00:00,5
404,75,2023-09-06 00:15:05.000000 +00:00,6
405,75,2023-09-06 00:15:06.000000 +00:00,7
406,76,2023-09-06 00:16:00.000000 +00:00,1
407,76,2023-09-06 00:16:01.000000 +00:00,2
408,76,2023-09-06 00:16:02.000000 +00:00,3
409,76,2023-09-06 00:16:03.000000 +00:00,4
410,76,2023-09-06 00:16:04.000000 +00:00,5
411,76,2023-09-06 00:16:05.000000 +00:00,6
412,76,2023-09-06 00:16:06.000000 +00:00,7
413,77,2023-09-06 00:17:00.000000 +00:00,1
414,77,2023-09-06 00:17:01.000000 +00:00,2
415,77,2023-09-06 00:17:02.000000 +00:00,3
416,77,2023-09-06 00:17:03.000000 +00:00,4
417,77,2023-09-06 00:17:04.000000 +00:00,5
418,77,2023-09-06 00:17:05.000000 +00:00,6
419,77,2023-09-06 00:17:06.000000 +00:00,7
420,78,2023-09-06 00:18:00.000000 +00:00,1
421,78,2023-09-06 00:18:01.000000 +00:00,2
422,78,2023-09-06 00:18:02.000000 +00:00,3
423,78,2023-09-06 00:18:03.000000 +00:00,4
424,78,2023-09-06 00:18:04.000000 +00:00,5
425,78,2023-09-06 00:18:05.000000 +00:00,6
426,78,2023-09-06 00:18:06.000000 +00:00,7
427,79,2023-09-06 00:19:00.000000 +00:00,1
428,79,2023-09-06 00:19:01.000000 +00:00,2
429,79,2023-09-06 00:19:02.000000 +00:00,3
430,79,2023-09-06 00:19:03.000000 +00:00,4
431,79,2023-09-06 00:19:04.000000 +00:00,5
432,79,2023-09-06 00:19:05.000000 +00:00,6
433,79,2023-09-06 00:19:06.000000 +00:00,7
434,80,2023-09-06 00:20:00.000000 +00:00,1
435,80,2023-09-06 00:20:01.000000 +00:00,2
436,80,2023-09-06 00:20:02.000000 +00:00,3
437,80,2023-09-06 00:20:03.000000 +00:00,4
438,80,2023-09-06 00:20:04.000000 +00:00,5
439,80,2023-09-06 00:20:05.000000 +00:00,6
440,80,2023-09-06 00:20:06.000000 +00:00,7
441,81,2023-09-06 00:21:00.000000 +00:00,1
442,81,2023-09-06 00:21:01.000000 +00:00,2
443,81,2023-09-06 00:21:02.000000 +00:00,3
444,81,2023-09-06 00:21:03.000000 +00:00,4
445,81,2023-09-06 00:21:04.000000 +00:00,5
446,81,2023-09-06 00:21:05.000000 +00:00,6
447,81,2023-09-06 00:21:06.000000 +00:00,7
448,82,2023-09-06 00:22:00.000000 +00:00,1
449,82,2023-09-06 00:22:01.000000 +00:00,2
450,82,2023-09-06 00:22:02.000000 +00:00,3
451,82,2023-09-06 00:22:03.000000 +00:00,4
452,82,2023-09-06 00:22:04.000000 +00:00,5
453,82,2023-09-06 00:22:05.000000 +00:00,6
454,82,2023-09-06 00:22:06.000000 +00:00,7
455,83,2023-09-06 00:23:00.000000 +00:00,1
456,83,2023-09-06 00:23:01.000000 +00:00,2
457,83,2023-09-06 00:23:02.000000 +00:00,3
458,83,2023-09-06 00:23:03.000000 +00:00,4
459,83,2023-09-06 00:23:04.000000 +00:00,5
460,83,2023-09-06 00:23:05.000000 +00:00,6
461,83,2023-09-06 00:23:06.000000 +00:00,7
462,84,2023-09-06 00:24:00.000000 +00:00,1
463,84,2023-09-06 00:24:01.000000 +00:00,2
464,84,2023-09-06 00:24:02.000000 +00:00,3
465,84,2023-09-06 00:24:03.000000 +00:00,4
466,84,2023-09-06 00:24:04.000000 +00:00,5
467,84,2023-09-06 00:24:05.000000 +00:00,6
468,84,2023-09-06 00:24:06.000000 +00:00,7
469,85,2023-09-06 00:25:00.000000 +00:00,93
470,85,2023-09-06 00:25:01.000000 +00:00,94
471,85,2023-09-06 00:25:02.000000 +00:00,95
472,85,2023-09-06 00:25:03.000000 +00:00,96
473,85,2023-09-06 00:25:04.000000 +00:00,97
474,85,2023-09-06 00:25:05.000000 +00:00,98
475,85,2023-09-06 00:25:06.000000 +00:00,99
476,86,2023-09-06 00:26:00.000000 +00:00,-99
477,86,2023-09-06 00:26:01.000000 +00:00,-98
478,86,2023-09-06 00:26:02.000000 +00:00,-97
479,86,2023-09-06 00:26:03.000000 +00:00,-96
480,86,2023-09-06 00:26:04.000000 +00:00,-95
481,86,2023-09-06 00:26:05.000000 +00:00,-94
482,86,2023-09-06 00:26:06.000000 +00:00,-93
483,87,2023-09-06 00:27:00.000000 +00:00,-7
484,87,2023-09-06 00:27:01.000000 +00:00,4
485,87,2023-09-06 00:27:02.000000 +00:00,4
486,87,2023-09-06 00:27:03.000000 +00:00,4
487,87,2023-09-06 00:27:04.000000 +00:00,4
488,87,2023-09-06 00:27:05.000000 +00:00,6
489,87,2023-09-06 00:27:06.000000 +00:00,7
490,88,2023-09-06 00:28:00.000000 +00:00,4
491,88,2023-09-06 00:28:01.000000 +00:00,4
492,88,2023-09-06 00:28:02.000000 +00:00,4
493,88,2023-09-06 00:28:03.000000 +00:00,4
494,88,2023-09-06 00:28:04.000000 +00:00,4
495,88,2023-09-06 00:28:05.000000 +00:00,4
496,88,2023-09-06 00:28:06.000000 +00:00,4
497,89,2023-09-06 00:29:00.000000 +00:00,1
498,89,2023-09-06 00:29:01.000000 +00:00,2
499,89,2023-09-06 00:29:02.000000 +00:00,3
500,89,2023-09-06 00:29:03.000000 +00:00,4
501,89,2023-09-06 00:29:04.000000 +00:00,5
502,89,2023-09-06 00:29:05.000000 +00:00,6
503,89,2023-09-06 00:29:06.000000 +00:00,7
504,90,2023-09-06 00:30:00.000000 +00:00,1
505,90,2023-09-06 00:30:01.000000 +00:00,2
506,90,2023-09-06 00:30:02.000000 +00:00,3
507,90,2023-09-06 00:30:03.000000 +00:00,4
508,90,2023-09-06 00:30:04.000000 +00:00,5
509,90,2023-09-06 00:30:05.000000 +00:00,6
510,90,2023-09-06 00:30:06.000000 +00:00,7
511,91,2023-09-06 00:31:00.000000 +00:00,1
512,91,2023-09-06 00:31:01.000000 +00:00,2
513,91,2023-09-06 00:31:02.000000 +00:00,3
514,91,2023-09-06 00:31:03.000000 +00:00,4
515,91,2023-09-06 00:31:04.000000 +00:00,5
516,91,2023-09-06 00:31:05.000000 +00:00,6
517,91,2023-09-06 00:31:06.000000 +00:00,7
